,id,release_date,revenue,genres,vote_count,runtime,budget,vote_average,release_month,release_year
4511,327,2000-09-09,15250000.0,Crime Drama Thriller,107.0,114.0,12000000,6.8,9,2000
4514,869,2001-07-25,362211740.0,Thriller Science Fiction Action Adventure,1270.0,119.0,100000000,5.6,7,2001
4516,36095,1997-11-06,99000.0,Crime Horror Mystery Thriller,63.0,111.0,20000,7.4,11,1997
4517,33379,2001-07-27,1443067.0,Comedy,15.0,91.0,0,6.6,7,2001
4520,2171,2001-07-27,295206.0,Comedy,271.0,97.0,5000000,6.4,7,2001
4523,19142,1989-05-11,192816.0,Horror Science Fiction,35.0,84.0,0,4.6,5,1989
4525,10135,1989-05-19,30050028.0,Action Thriller,259.0,114.0,15000000,6.3,5,1989
4528,24254,1989-08-16,3169719.0,Comedy,10.0,98.0,0,4.1,8,1989
4530,32261,1989-03-03,8800000.0,Drama History Romance,26.0,115.0,0,5.8,3,1989
4532,12150,1989-09-15,110879513.0,Drama Crime Mystery,144.0,113.0,19000000,6.7,9,1989
4533,11185,1989-05-12,46908987.0,Crime Comedy,220.0,103.0,18000000,6.4,5,1989
4534,47045,1989-04-14,12065892.0,Comedy Romance,24.0,97.0,0,4.7,4,1989
4536,12521,1989-10-27,16554699.0,Thriller Comedy Horror,89.0,109.0,5000000,5.5,10,1989
4539,31083,1988-09-09,401421.0,Comedy Drama Romance,14.0,94.0,0,4.9,9,1988
4540,30666,1989-11-03,1519796.0,Horror Thriller,22.0,93.0,0,5.8,11,1989
4544,9618,1989-12-22,63408614.0,Action Adventure Comedy,468.0,104.0,55000000,6.1,12,1989
4545,16560,1989-02-12,9114702.0,Action Drama,7.0,111.0,0,6.0,2,1989
4546,31608,1989-01-27,40590000.0,Comedy,49.0,96.0,15000000,6.0,1,1989
4548,6951,1989-07-28,71079915.0,Action Comedy Thriller Crime Family,335.0,100.0,0,5.9,7,1989
4550,2616,1989-08-16,79258538.0,Comedy Drama Family,338.0,100.0,15000000,6.6,8,1989
4551,7091,1988-09-17,725131.0,Comedy Horror,75.0,103.0,2000000,6.0,9,1988
4554,183,1989-12-15,14278900.0,Adventure Comedy Drama Family Romance,83.0,100.0,6000000,6.1,12,1989
4561,2148,1984-12-14,25928721.0,Music Drama Crime Romance,71.0,127.0,58000000,6.5,12,1984
4565,53119,1998-03-30,100544.0,Drama,10.0,100.0,0,6.9,3,1998
4569,57745,1998-09-03,49501.0,Comedy Drama,7.0,101.0,0,6.8,9,1998
4570,2057,2001-08-03,35402320.0,Thriller,200.0,118.0,42000000,5.8,8,2001
4571,9880,2001-08-03,165335153.0,Comedy Family Romance,1063.0,115.0,37000000,6.5,8,2001
4572,5175,2001-08-03,347325802.0,Action Comedy Crime Thriller,1078.0,90.0,90000000,6.4,8,2001
4576,4484,1978-10-25,20424259.0,Comedy,57.0,99.0,0,6.9,10,1978
4577,11684,1980-12-10,6950125.0,Comedy,17.0,101.0,0,5.7,12,1980
4580,20391,1969-10-15,31678778.0,Drama Action Comedy Western Music,65.0,158.0,20000000,6.3,10,1969
4581,12584,1976-08-11,8091910.0,Action Adventure Drama Western,85.0,100.0,0,7.3,8,1976
4584,11542,1980-12-25,19853892.0,Mystery Drama Fantasy Science Fiction Thriller Horror,169.0,102.0,15000000,6.7,12,1980
4585,17169,1980-12-17,70687344.0,Action Adventure Comedy,95.0,115.0,0,6.1,12,1980
4589,2770,2001-08-10,287553595.0,Comedy Romance,1375.0,108.0,30000000,6.0,8,2001
4590,12610,2001-08-07,13596911.0,Adventure Animation Action Comedy Family,237.0,95.0,75000000,6.0,8,2001
4592,13496,2001-08-17,13678913.0,Action Western,56.0,94.0,35000000,5.7,8,2001
4593,21055,2001-03-07,1051948.0,Comedy Romance,23.0,95.0,0,5.6,3,2001
4596,10972,2001-08-10,373967.0,Horror Mystery,255.0,100.0,1500000,6.2,8,2001
4598,1722,2001-08-17,62112895.0,Drama History Romance,146.0,131.0,57000000,5.6,8,2001
4599,9896,2001-07-30,85498534.0,Adventure Comedy,531.0,112.0,48000000,6.0,7,2001
4604,2294,2001-08-22,33788161.0,Comedy,491.0,104.0,22000000,6.4,8,2001
4605,10016,2001-08-24,14010832.0,Action Horror Science Fiction,299.0,98.0,28000000,4.8,8,2001
4606,26602,2001-08-22,19693891.0,Drama Comedy Romance,63.0,108.0,34000000,4.8,8,2001
4607,37920,2001-06-22,850225.0,Drama Family,14.0,106.0,0,6.0,6,2001
4608,22230,2000-01-25,688510.0,Comedy Romance Science Fiction,41.0,110.0,0,7.1,1,2000
4613,15104,2001-08-21,4574762.0,Comedy Drama Romance,14.0,103.0,0,5.8,8,2001
4614,8922,2001-07-01,59217789.0,Horror Thriller,731.0,90.0,10000000,6.1,7,2001
4615,11065,2001-08-31,16017403.0,Drama Romance Thriller,75.0,95.0,0,5.8,8,2001
4616,21118,2002-12-13,261603.0,Comedy Romance,23.0,91.0,0,5.0,12,2002
4623,34223,1986-07-18,4790926.0,Comedy Horror,39.0,93.0,1900000,5.9,7,1986
4626,11370,2001-09-07,27053815.0,Action Adventure Drama,56.0,104.0,40000000,5.2,9,2001
4627,12508,2001-09-04,16991902.0,Music Drama Comedy,194.0,105.0,57000000,6.0,9,2001
4635,18734,2001-01-20,1667192.0,Drama,31.0,97.0,700000,6.7,1,2001
4640,2176,2001-09-14,23619609.0,Drama Thriller,203.0,106.0,30000000,5.4,9,2001
4641,20857,2001-09-14,40222729.0,Comedy Romance,126.0,106.0,32000000,6.3,9,2001
4643,75386,2001-09-07,251058.0,Comedy,2.0,88.0,0,7.0,9,2001
4644,2185,2002-04-05,8493890.0,Action Comedy Thriller,82.0,85.0,40000000,6.3,4,2002
4645,10696,2001-09-21,5271666.0,Drama Romance,38.0,104.0,22000000,3.4,9,2001
4646,2034,2001-10-05,104876233.0,Action Crime Drama Thriller,1665.0,122.0,45000000,7.3,10,2001
4652,31016,2001-11-23,2402459.0,Comedy Drama Romance,16.0,107.0,1000000,5.6,11,2001
4653,32567,2000-09-02,2452566.0,Documentary History,13.0,97.0,0,6.2,9,2000
4654,12537,1981-08-28,2689068.0,Drama Romance,46.0,124.0,0,6.7,8,1981
4666,25767,1960-12-23,6000000.0,Comedy Drama Romance,24.0,104.0,0,5.5,12,1960
4669,11576,1963-11-07,60000000.0,Action Adventure Comedy Crime,142.0,163.0,9400000,7.0,11,1963
4672,9660,1959-12-05,6800000.0,Action Comedy Romance,62.0,124.0,0,6.9,12,1959
4673,15393,1971-11-03,10600000.0,Crime Drama Romance Thriller,102.0,102.0,725000,6.5,11,1971
4674,248,1961-12-18,5000000.0,Comedy Drama,25.0,136.0,2900000,7.3,12,1961
4682,13766,1986-06-06,9697739.0,Family Adventure,60.0,107.0,18000000,5.8,6,1986
4684,12103,2001-09-28,100020092.0,Thriller,223.0,113.0,50000000,6.0,9,2001
4685,11313,2001-09-07,24185781.0,Drama Mystery,132.0,101.0,31000000,6.5,9,2001
4686,9398,2001-09-28,60780981.0,Comedy,1363.0,89.0,28000000,6.1,9,2001
4688,45864,2001-09-28,1.0,Action Adventure Comedy Romance,5.0,93.0,0,5.9,9,2001
4691,10866,2001-10-05,36642838.0,Mystery Thriller Drama,328.0,97.0,23000000,6.3,10,2001
4692,34549,2001-10-05,17292381.0,Comedy Family Fantasy Science Fiction,33.0,86.0,12000000,5.4,10,2001
4693,9778,2001-10-05,77516304.0,Comedy Romance,529.0,90.0,28000000,6.6,10,2001
4696,16121,1980-05-28,7206220.0,Drama War,83.0,113.0,4500000,6.8,5,1980
4700,1623,1980-06-20,37121708.0,Crime Drama,98.0,125.0,0,7.1,6,1980
4703,13550,1980-03-27,12000000.0,Horror Thriller,144.0,107.0,0,7.0,3,1980
4704,13612,1980-07-18,41675194.0,Action Adventure Comedy,70.0,99.0,0,6.5,7,1980
4705,16769,1980-03-07,67182787.0,Drama Music,67.0,125.0,15000000,7.2,3,1980
4714,3172,2001-10-12,67631903.0,Action Comedy Crime Romance,307.0,123.0,75000000,6.2,10,2001
4715,17708,2001-10-12,23978402.0,Action Comedy Crime,54.0,86.0,11000000,4.1,10,2001
4716,12780,1993-09-03,14681661.0,Action Crime Drama,81.0,90.0,0,7.6,9,1993
4718,1018,2001-05-16,20117339.0,Thriller Drama Mystery,1517.0,147.0,15000000,7.7,5,2001
4722,11380,2001-10-24,7316658.0,Action Horror Thriller,36.0,96.0,10000000,4.3,10,2001
4725,984,1971-12-21,35976000.0,Action Crime Thriller,630.0,102.0,4000000,7.4,12,1971
4727,14811,1971-11-03,83304330.0,Drama Romance,136.0,181.0,9000000,7.4,11,1971
4735,768,2001-10-19,74558115.0,Horror Mystery Thriller,758.0,122.0,35000000,6.6,10,2001
4736,2100,2001-10-19,27642707.0,Action Drama Thriller,290.0,131.0,72000000,7.0,10,2001
4737,11091,2001-10-19,35743308.0,Comedy Drama Romance,108.0,132.0,48000000,6.5,10,2001
4743,9081,2001-01-23,3176880.0,Animation Drama,250.0,99.0,0,7.6,1,2001
4744,167,2001-10-22,50315140.0,Drama Science Fiction,710.0,120.0,48000000,7.1,10,2001
4748,141,2001-01-18,1270522.0,Fantasy Drama Mystery,3574.0,113.0,6000000,7.7,1,2001
4755,11456,2001-10-30,54249294.0,Mystery Thriller Crime,115.0,89.0,75000000,5.4,10,2001
4756,585,2001-11-01,562816256.0,Animation Comedy Family,6150.0,92.0,115000000,7.5,11,2001
4757,10796,2001-11-02,72700000.0,Action Science Fiction Thriller,445.0,87.0,49000000,5.7,11,2001
4758,23949,2001-01-26,490475.0,Drama,63.0,86.0,100000,6.9,1,2001
4760,9889,2001-11-01,141069860.0,Comedy Romance,764.0,114.0,40000000,5.7,11,2001
4761,140511,2000-10-12,27.0,Drama Thriller,1.0,87.0,0,5.0,10,2000
4765,13408,2001-11-16,10229331.0,Action Comedy,26.0,93.0,7000000,5.3,11,2001
4766,671,2001-11-16,976475550.0,Adventure Fantasy Family,7188.0,152.0,125000000,7.5,11,2001
4768,20794,2001-11-23,2025238.0,Comedy Crime Thriller,44.0,95.0,6000000,6.0,11,2001
4770,14369,2001-11-21,14782676.0,Comedy,53.0,89.0,24000000,5.8,11,2001
4771,1535,2001-11-18,143049560.0,Action Crime Thriller,592.0,126.0,92000000,6.8,11,2001
4772,1433,2001-04-20,6459020.0,Fantasy Drama Horror Thriller Science Fiction,277.0,106.0,4500000,7.2,4,2001
4782,16085,1968-09-19,52223306.0,Drama Comedy Music Romance,90.0,149.0,14000000,6.9,9,1968
4785,16441,1982-08-20,14056528.0,Action Fantasy,99.0,118.0,0,6.0,8,1982
4789,10656,1985-04-10,390659.0,Action Thriller,89.0,104.0,2000000,6.3,4,1985
4797,72277,1977-01-01,1258000.0,Drama Mystery Thriller,38.0,106.0,810000,6.8,1,1977
4802,11033,1980-06-25,31899000.0,Horror Mystery Thriller,159.0,105.0,6500000,6.8,6,1980
4806,3537,1980-05-16,21202829.0,Drama,97.0,134.0,0,6.0,5,1980
4809,8738,1980-01-31,16647800.0,Action Science Fiction,120.0,103.0,0,6.1,1,1980
4811,3604,1980-09-01,27107960.0,Science Fiction,237.0,111.0,35000000,6.1,9,1980
4815,10649,1976-12-20,46236000.0,Action Crime Thriller,232.0,96.0,9000000,6.7,12,1976
4816,42566,1981-08-14,7496681.0,Adventure Action Crime,24.0,106.0,0,5.5,8,1981
4817,17689,1977-12-21,26414658.0,Drama Action Crime Thriller,121.0,109.0,5500000,6.6,12,1977
4820,14854,1983-04-14,12232628.0,Action Crime Drama Romance Thriller Western,67.0,107.0,5000000,5.5,4,1983
4827,10650,1983-12-07,67642693.0,Action Crime Thriller,210.0,117.0,22000000,6.5,12,1983
4828,8007,2001-11-17,91753202.0,Action Drama Thriller War,464.0,106.0,40000000,6.0,11,2001
4833,161,2001-12-07,450717150.0,Thriller Crime,3857.0,116.0,85000000,7.2,12,2001
4841,23111,1984-06-04,25100000.0,Comedy Drama Romance,52.0,115.0,0,6.3,6,1984
4843,194,2001-04-25,173921954.0,Comedy Romance,3403.0,122.0,10000000,7.8,4,2001
4844,11397,2001-12-07,66468332.0,Comedy,444.0,89.0,16000000,5.5,12,2001
4845,1903,2001-12-10,203388341.0,Drama Mystery Romance Science Fiction Thriller,1100.0,136.0,68000000,6.5,12,2001
4849,9428,2001-10-05,71441250.0,Comedy Drama,1317.0,110.0,21000000,7.4,10,2001
4855,24264,1984-08-17,5778353.0,Action Adventure Comedy Fantasy Science Fiction,22.0,117.0,25000000,5.0,8,1984
4856,27150,1982-04-02,10500000.0,Action Horror Science Fiction Thriller,22.0,103.0,4500000,5.0,4,1982
4857,26978,1983-05-20,16500000.0,Adventure Science Fiction,37.0,90.0,15000000,5.1,5,1983
4858,19209,1987-07-10,300859.0,Family Adventure Drama,28.0,90.0,0,6.1,7,1987
4859,8386,2001-12-21,31155435.0,Comedy,230.0,93.0,12000000,6.4,12,2001
4860,12589,2001-12-21,80936232.0,Action Adventure Animation Comedy Family Fantasy Science Fiction,235.0,83.0,25000000,5.6,12,2001
4863,120,2001-12-18,871368364.0,Adventure Fantasy Action,8892.0,178.0,93000000,8.0,12,2001
4864,11086,2001-12-21,37317558.0,Drama Romance,193.0,152.0,72000000,6.6,12,2001
4865,453,2001-12-11,313542341.0,Drama Romance,3087.0,135.0,60000000,7.7,12,2001
4876,45491,1991-11-30,396003.0,Drama Adventure Comedy,11.0,99.0,0,5.8,11,1991
4878,37257,1957-12-17,9000000.0,Drama Mystery Crime,278.0,116.0,3000000,8.1,12,1957
4879,8489,2001-12-11,87713825.0,Drama,457.0,157.0,107000000,6.7,12,2001
4880,855,2001-12-28,172989651.0,Action History War,1832.0,144.0,92000000,7.2,12,2001
4881,12660,2001-12-17,741394.0,Drama History Romance War,31.0,121.0,0,6.1,12,2001
4882,10269,1983-11-18,30400000.0,Music Drama Romance,51.0,132.0,12000000,6.2,11,1983
4883,5279,2001-11-07,87754044.0,Drama Mystery Thriller,256.0,137.0,19800000,6.8,11,2001
4884,10950,2001-12-28,92542418.0,Drama,542.0,132.0,22000000,7.2,12,2001
4885,1365,2001-11-11,44909486.0,Drama Romance,254.0,111.0,4000000,6.6,11,2001
4890,24206,1996-06-26,76382.0,Drama Action Thriller,22.0,93.0,15000000,5.0,6,1996
4896,6312,2001-01-31,70752904.0,Adventure Horror Action History,404.0,137.0,29000000,6.6,1,2001
4897,11595,1990-06-08,153518974.0,Thriller Action Comedy Crime Drama,205.0,95.0,38000000,5.8,6,1990
4900,59066,1987-05-14,1155000.0,Drama Romance Foreign,2.0,98.0,0,5.5,5,1987
4909,848,1981-06-26,14110013.0,Fantasy,69.0,108.0,18000000,6.5,6,1981
4910,9610,1984-06-29,100000000.0,Adventure Fantasy Action,391.0,103.0,18000000,5.8,6,1984
4911,15035,1983-03-25,760883.0,Animation Fantasy Science Fiction,37.0,81.0,1200000,6.2,3,1983
4913,31603,1980-01-01,8894289.0,Thriller Crime,9.0,117.0,0,6.0,1,1980
4914,32020,1980-02-29,4400000.0,Drama Thriller,23.0,106.0,0,5.7,2,1980
4915,33155,1980-06-06,4865000.0,Comedy Science Fiction,16.0,95.0,5500000,3.3,6,1980
4919,150,1982-12-07,78868508.0,Thriller Action Comedy Crime Drama,364.0,96.0,12000000,6.5,12,1982
4924,15050,1983-09-30,10219460.0,Science Fiction Thriller,65.0,106.0,15000000,6.3,9,1983
4925,10423,1993-05-07,63513743.0,Drama,156.0,120.0,14000000,6.8,5,1993
4930,651,1970-01-24,81600000.0,Comedy Drama War,238.0,116.0,3500000,6.9,1,1970
4931,31955,1984-12-26,4385312.0,Drama Romance,10.0,112.0,0,6.3,12,1984
4933,18647,1961-03-30,4300000.0,Western Action,45.0,141.0,6000000,6.2,3,1961
4934,11362,2002-01-23,75395048.0,Action Adventure Drama Thriller,463.0,131.0,35000000,7.3,1,2002
4935,2637,2002-01-25,55157539.0,Drama Horror Mystery,307.0,119.0,32000000,6.1,1,2002
4936,10229,2002-01-25,41227069.0,Drama Romance,1057.0,101.0,11000000,7.5,1,2002
4937,50819,2001-09-29,4.0,Comedy Romance,3.0,104.0,344,5.3,9,2001
4941,9606,2001-05-26,95789342.0,Animation Science Fiction,99.0,108.0,14500000,6.8,5,2001
4946,31674,1989-02-10,22030000.0,Comedy Romance,14.0,109.0,13000000,5.1,2,1989
4947,52744,1984-11-21,11129057.0,Drama Romance,61.0,102.0,0,6.4,11,1984
4949,20009,2002-02-01,6413915.0,Comedy Romance,60.0,86.0,14000000,5.4,2,2002
4958,47871,1981-08-21,939423.0,Action Comedy,0.0,107.0,24000000,0.0,8,1981
4961,11870,2002-02-08,52970014.0,Comedy Family,202.0,88.0,15000000,5.6,2,2002
4962,9884,2002-02-06,78382433.0,Action Thriller Drama,431.0,108.0,85000000,5.5,2,2002
4965,11212,1994-07-01,16671505.0,Action Adventure Comedy Family,281.0,99.0,50000000,5.8,7,1994
4969,69928,1983-12-18,11000000.0,Comedy,9.0,110.0,19000000,4.4,12,1983
4971,21845,1993-07-07,53579269.0,Comedy Family,78.0,103.0,0,5.8,7,1993
4972,11528,1993-04-07,32416586.0,Comedy Family,272.0,101.0,0,7.1,4,1993
4975,17130,2002-02-15,61141030.0,Action Adventure Comedy Drama Family Music Romance,161.0,93.0,12000000,4.7,2,2002
4976,10592,2002-02-15,32287044.0,Drama War,246.0,125.0,70000000,5.9,2,2002
4977,8470,2002-02-15,102244770.0,Drama Thriller Crime,604.0,116.0,36000000,7.0,2,2002
4978,16690,2002-02-14,109862682.0,Adventure Fantasy Animation Family,304.0,72.0,20000000,6.1,2,2002
4979,39939,2001-01-18,18492362.0,Comedy Crime Mystery,367.0,100.0,3000000,6.6,1,2001
4980,9272,1993-09-24,44456478.0,Drama Horror Thriller,202.0,87.0,17000000,6.2,9,1993
4994,14475,1980-07-11,11715321.0,Action Comedy,71.0,113.0,8000000,6.3,7,1980
4996,10052,2002-02-22,52322400.0,Drama,209.0,104.0,60000000,6.2,2,2002
4997,11979,2002-02-10,45479110.0,Drama Fantasy Horror,247.0,101.0,35000000,5.5,2,2002
5007,25006,2002-01-18,2106838.0,Action Crime Drama,10.0,88.0,0,4.4,1,2002
5008,23479,1976-04-07,35323292.0,Comedy Family,100.0,102.0,35000000,7.0,4,1976
5010,19050,1977-07-08,19104350.0,Comedy Family,15.0,100.0,0,6.0,7,1977
5021,10590,2002-03-01,114660784.0,Action History War,531.0,138.0,75000000,6.7,3,2002
5028,13225,1992-04-10,32710894.0,Fantasy Animation Science Fiction Family,155.0,76.0,0,6.1,4,1992
5030,46717,1994-01-21,21355893.0,Drama Romance,40.0,98.0,45000000,5.1,1,1994
5033,35614,1994-10-07,71368.0,Fantasy Animation Science Fiction Family,40.0,76.0,23000000,4.4,10,1994
5038,17058,1945-12-28,2948386.0,Drama,70.0,103.0,1202007,7.7,12,1945
5039,13950,2002-03-08,25482931.0,Action Adventure Comedy,52.0,95.0,14000000,5.9,3,2002
5040,2135,2002-03-04,123729176.0,Science Fiction Adventure Action,644.0,96.0,80000000,5.8,3,2002
5041,15186,2002-08-02,2506446.0,Comedy Drama Romance,26.0,96.0,2000000,4.8,8,2002
5043,31651,1990-12-21,1494399.0,Drama,19.0,110.0,0,7.0,12,1990
5044,47869,1990-11-21,1030938.0,Mystery Drama Thriller,21.0,108.0,0,6.6,11,1990
5047,10889,1980-10-01,4059673.0,Drama Action Thriller Crime,35.0,123.0,0,7.2,10,1980
5049,54287,1980-07-01,6000000.0,Action Science Fiction Thriller,14.0,97.0,0,5.1,7,1980
5052,10935,1980-11-19,3484331.0,Action Drama History Western,56.0,219.0,44000000,6.5,11,1980
5053,44004,1980-02-08,15934737.0,Action Comedy Drama,10.0,98.0,0,6.4,2,1980
5066,14729,1980-05-12,15795189.0,Western History,50.0,99.0,10000000,6.6,5,1980
5078,24825,1980-08-14,18971000.0,Adventure Action Thriller,37.0,104.0,0,4.4,8,1980
5080,24032,1977-10-07,41687243.0,Fantasy Comedy,36.0,98.0,0,6.3,10,1977
5084,425,2002-03-10,383257136.0,Animation Comedy Family Adventure,3954.0,81.0,59000000,7.1,3,2002
5085,1576,2002-03-15,102984862.0,Horror Action Science Fiction,2100.0,100.0,33000000,6.4,3,2002
5086,5851,2002-03-14,77741732.0,Action Comedy,286.0,95.0,85000000,5.3,3,2002
5088,15647,2001-04-21,10013424.0,Comedy,50.0,97.0,1000000,5.9,4,2001
5091,1391,2001-06-08,33616692.0,Drama Romance,321.0,106.0,5000000,7.3,6,2001
5092,18172,1983-10-21,17233166.0,Romance Drama,78.0,91.0,0,5.5,10,1983
5095,19797,1998-04-10,344.0,Comedy Romance,8.0,90.0,0,4.7,4,1998
5101,13006,1992-05-01,5.0,Thriller Action Horror Science Fiction Crime,64.0,90.0,7,5.8,5,1992
5103,10627,1981-12-20,35856053.0,Drama,81.0,126.0,14000000,6.5,12,1981
5107,28124,1980-12-19,43995918.0,Comedy Romance,38.0,102.0,0,6.3,12,1980
5112,12705,1980-08-15,66132626.0,Action Comedy,87.0,100.0,0,5.1,8,1980
5113,11006,1977-05-26,126737428.0,Action Adventure Comedy,197.0,96.0,0,6.8,5,1977
5114,15120,1983-08-12,5678950.0,Action Comedy Crime,49.0,85.0,0,4.4,8,1983
5116,21629,1980-12-12,101300000.0,Comedy,130.0,111.0,0,6.7,12,1980
5117,16026,1980-08-22,5010362.0,Comedy,32.0,107.0,0,6.2,8,1980
5120,36586,2002-03-22,155010032.0,Fantasy Horror Action Thriller,1556.0,117.0,54000000,6.3,3,2002
5130,15028,2002-03-17,38793283.0,Adventure Family Science Fiction Thriller,89.0,94.0,26000000,4.9,3,2002
5132,4547,2002-03-29,196397415.0,Crime Drama Thriller,1303.0,111.0,48000000,6.6,3,2002
5133,14635,2002-03-25,75597042.0,Drama Family,112.0,127.0,20000000,6.5,3,2002
5135,1791,2001-05-14,9801375.0,Drama Romance,197.0,131.0,3000000,7.2,5,2001
5139,62956,2001-05-25,46352.0,Comedy,2.0,104.0,0,6.5,5,2001
5144,24585,1985-12-04,3333306.0,Comedy Romance,14.0,94.0,0,5.1,12,1985
5148,11560,2002-04-03,63781810.0,Drama Mystery Thriller Crime,187.0,115.0,42000000,6.1,4,2002
5149,11452,2002-03-29,38275483.0,Comedy Romance,867.0,92.0,5000000,5.9,3,2002
5157,548,1950-12-26,96568.0,Crime Drama Mystery,471.0,88.0,250000,8.0,12,1950
5158,11590,1977-02-25,28000000.0,Drama Comedy,102.0,123.0,0,7.1,2,1977
5159,1537,2002-04-07,94935764.0,Action Adventure Crime Thriller,306.0,89.0,45000000,5.9,4,2002
5160,12149,2001-11-17,13110448.0,Drama Thriller Crime,338.0,100.0,11000000,7.0,11,2001
5162,11812,2002-04-12,68696770.0,Romance Comedy,286.0,84.0,43000000,5.3,4,2002
5163,35080,2001-08-03,3646994.0,Drama Mystery Thriller,33.0,114.0,7000000,6.0,8,2001
5164,441,2001-05-18,705308.0,Drama Comedy,74.0,96.0,6000000,6.1,5,2001
5165,8346,2002-02-22,368744044.0,Comedy Drama Romance,686.0,95.0,5000000,6.2,2,2002
5168,31671,1975-05-21,16000000.0,Action Adventure Thriller,16.0,96.0,1000000,6.4,5,1975
5169,2565,1990-03-09,39404261.0,Fantasy Comedy Science Fiction Romance,150.0,102.0,0,5.5,3,1990
5177,21970,1980-04-17,5000000.0,Fantasy Horror Science Fiction Thriller,40.0,83.0,0,6.4,4,1980
5178,11892,2002-04-19,56714147.0,Crime Drama Thriller,275.0,120.0,50000000,6.0,4,2002
5179,9334,2002-04-16,165333180.0,Action Fantasy Adventure,802.0,92.0,60000000,5.3,4,2002
5182,10491,2001-01-22,15705007.0,Mystery Drama Thriller Romance War,74.0,119.0,0,6.0,1,2001
5184,18323,2002-04-19,1347988.0,Drama,6.0,91.0,0,7.8,4,2002
5189,11470,2001-07-24,16951798.0,Horror Science Fiction,298.0,91.0,11000000,4.5,7,2001
5190,16643,2002-04-26,16872671.0,Comedy Drama Romance,126.0,103.0,40000000,5.7,4,2002
5195,11468,2002-01-01,676698.0,Crime Drama Mystery Thriller,109.0,103.0,18000000,7.0,1,2002
5197,19085,2000-09-13,14904.0,Drama Horror Thriller Crime,16.0,87.0,120000,5.3,9,2000
5198,73462,1985-03-01,1304192.0,Drama Adventure Romance,6.0,96.0,0,5.7,3,1985
5200,10164,1990-05-18,27575086.0,Comedy Drama,54.0,97.0,0,5.3,5,1990
5203,28117,1991-08-09,5546827.0,Fantasy Comedy Romance,27.0,96.0,18000000,5.5,8,1991
5206,46691,1970-07-15,19319254.0,Drama,9.0,107.0,106000,5.4,7,1970
5210,48482,1984-10-19,10364904.0,Crime Drama Romance Thriller,16.0,100.0,9000000,5.5,10,1984
5215,557,2002-05-01,821708551.0,Fantasy Action,5398.0,121.0,139000000,6.8,5,2002
5225,32221,1991-09-10,6266621.0,Drama,21.0,112.0,7500000,6.4,9,1991
5227,12227,1991-01-18,34793160.0,Action Adventure Drama Family,139.0,107.0,14000000,6.5,1,1991
5230,2251,2002-05-10,119137784.0,Thriller Drama,282.0,124.0,50000000,6.3,5,2002
5232,20712,1991-06-21,1008404.0,Drama,18.0,85.0,0,5.6,6,1991
5233,11240,1985-09-07,2451545.0,Romance Drama Comedy,51.0,97.0,860000,6.6,9,1985
5243,245,2002-04-26,129000000.0,Drama Comedy Romance,627.0,101.0,27000000,6.6,4,2002
5244,1894,2002-05-15,649398328.0,Adventure Action Science Fiction,4074.0,142.0,120000000,6.4,5,2002
5245,4012,2001-01-19,416925.0,Drama,152.0,98.0,1500000,6.8,1,2001
5248,15417,1978-12-19,85.0,Action Adventure Comedy Romance,126.0,110.0,5,6.2,12,1978
5251,13963,1978-05-01,321952.0,Documentary Music,64.0,117.0,0,7.9,5,1978
5253,1957,2002-05-24,51801187.0,Drama Thriller,268.0,114.0,38000000,6.2,5,2002
5254,320,2002-05-24,113714830.0,Crime Mystery Thriller,1181.0,118.0,46000000,6.8,5,2002
5255,9023,2002-05-24,122563539.0,Western Animation Adventure Comedy Family,870.0,83.0,80000000,7.4,5,2002
5263,24008,1952-09-02,2000000.0,Comedy Romance,53.0,97.0,0,6.8,9,1952
5266,4614,2002-05-31,193000000.0,Thriller Action Drama,447.0,124.0,68000000,5.9,5,2002
